Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-oh6h,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,video,question1,A.1,B.1,C.1,ANSWER1,ANSWER2,question2,A.2,B.2,C.2,D.2,E.2,question3,A.3,B.3,C.3,D.3,E.3,ANSWER3,ANSWER
19,1.60E+12,26/10/2020 14:08,1.60E+12,0,26/10/2020 14:08,12022,39,task-olrx,,7442717,BLIND,2175392,,complete,rjcmbu,,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.111,1827x1028,1209x686,,Triangle task,14,Menta-first,Spreadsheet1,Spreadsheet1,8,2,1,Screen 1,Zone7,timelimit_screen,,,,,0,1,0,,,1,1,1,RAND session,RAND_drifting.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,A. No interaction,,,,,,,,,,,,,,,
20,1.60E+12,26/10/2020 14:08,1.60E+12,0,26/10/2020 14:08,12022,39,task-olrx,,7442717,BLIND,2175392,,complete,rjcmbu,,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.111,1827x1028,1209x686,,Triangle task,14,Menta-first,Spreadsheet1,Spreadsheet1,8,2,2,Screen 2,buttonA,response_button_text,,,A. No interaction,1,1,0,0,,,,1,1,RAND session,RAND_drifting.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,A. No interaction,,,,,,,,,,,,,,,
21,1.60E+12,26/10/2020 14:09,1.60E+12,0,26/10/2020 14:09,12022,39,task-olrx,,7442717,BLIND,2175392,,complete,rjcmbu,,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.111,1827x1028,1209x686,,Triangle task,14,Menta-first,Spreadsheet1,Spreadsheet1,14,1,1,Screen 1,Zone7,timelimit_screen,,,,,0,1,0,,,1,1,1,GD session,GD_LEADING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,B. Physical interaction,,,,,,,,,,,,,,,
22,1.60E+12,26/10/2020 14:09,1.60E+12,0,26/10/2020 14:09,12022,39,task-olrx,,7442717,BLIND,2175392,,complete,rjcmbu,,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.111,1827x1028,1209x686,,Triangle task,14,Menta-first,Spreadsheet1,Spreadsheet1,14,1,2,Screen 2,buttonB,response_button_text,,,B. Physical interaction,1,1,0,0,,,,1,1,GD session,GD_LEADING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,B. Physical interaction,,,,,,,,,,,,,,,
23,1.60E+12,26/10/2020 14:09,1.60E+12,0,26/10/2020 14:09,12022,39,task-olrx,,7442717,BLIND,2175392,,complete,rjcmbu,,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.111,1827x1028,1209x686,,Triangle task,14,Menta-first,Spreadsheet1,Spreadsheet1,11,2,1,Screen 1,Zone7,timelimit_screen,,,,,0,1,0,,,1,1,1,GD session,GD_CHASE.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,B. Physical interaction,,,,,,,,,,,,,,,
24,1.60E+12,26/10/2020 14:09,1.60E+12,0,26/10/2020 14:09,12022,39,task-olrx,,7442717,BLIND,2175392,,complete,rjcmbu,,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.111,1827x1028,1209x686,,Triangle task,14,Menta-first,Spreadsheet1,Spreadsheet1,11,2,2,Screen 2,buttonB,response_button_text,,,B. Physical interaction,1,1,0,0,,,,1,1,GD session,GD_CHASE.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,B. Physical interaction,,,,,,,,,,,,,,,
25,1.60E+12,26/10/2020 14:10,1.60E+12,0,26/10/2020 14:10,12022,39,task-olrx,,7442717,BLIND,2175392,,complete,rjcmbu,,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.111,1827x1028,1209x686,,Triangle task,14,Menta-first,Spreadsheet1,Spreadsheet1,13,3,1,Screen 1,Zone7,timelimit_screen,,,,,0,1,0,,,1,1,1,GD session,GD_FIGHTING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,B. Physical interaction,,,,,,,,,,,,,,,
26,1.60E+12,26/10/2020 14:10,1.60E+12,0,26/10/2020 14:10,12022,39,task-olrx,,7442717,BLIND,2175392,,complete,rjcmbu,,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.111,1827x1028,1209x686,,Triangle task,14,Menta-first,Spreadsheet1,Spreadsheet1,13,3,2,Screen 2,buttonB,response_button_text,,,B. Physical interaction,1,1,0,0,,,,1,1,GD session,GD_FIGHTING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,B. Physical interaction,,,,,,,,,,,,,,,
27,1.60E+12,26/10/2020 14:11,1.60E+12,0,26/10/2020 14:11,12022,39,task-olrx,,7442717,BLIND,2175392,,complete,rjcmbu,,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.111,1827x1028,1209x686,,Triangle task,14,Menta-first,Spreadsheet1,Spreadsheet1,4,2,1,Screen 13,Zone7,timelimit_screen,,,,,0,1,0,,,1,1,1,TOM session,TOM_MOCKING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,C. Mental interaction,Mischievous,## How do you think the **Little Triangle** feels at the end of the animation?,No feelings,Fulfilled,Anxious,Mischievous,Devious,## How do you think the **Big Triangle** feels at the end of the animation?,Aggravated,Puzzled,Lonely,Satisfied,No feelings,Aggravated,
28,1.60E+12,26/10/2020 14:11,1.60E+12,0,26/10/2020 14:11,12022,39,task-olrx,,7442717,BLIND,2175392,,complete,rjcmbu,,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.111,1827x1028,1209x686,,Triangle task,14,Menta-first,Spreadsheet1,Spreadsheet1,4,2,2,Screen 2,buttonC,response_button_text,,,C. Mental interaction,1,1,0,0,,,,1,1,TOM session,TOM_MOCKING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,C. Mental interaction,Mischievous,## How do you think the **Little Triangle** feels at the end of the animation?,No feelings,Fulfilled,Anxious,Mischievous,Devious,## How do you think the **Big Triangle** feels at the end of the animation?,Aggravated,Puzzled,Lonely,Satisfied,No feelings,Aggravated,
29,1.60E+12,26/10/2020 14:11,1.60E+12,0,26/10/2020 14:11,12022,39,task-olrx,,7442717,BLIND,2175392,,complete,rjcmbu,,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.111,1827x1028,1209x686,,Triangle task,14,Menta-first,Spreadsheet1,Spreadsheet1,4,2,3,Screen 1,Zone1,response_button_text,,,Mischievous,1,1,0,0,,,,1,1,TOM session,TOM_MOCKING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,C. Mental interaction,Mischievous,## How do you think the **Little Triangle** feels at the end of the animation?,No feelings,Fulfilled,Anxious,Mischievous,Devious,## How do you think the **Big Triangle** feels at the end of the animation?,Aggravated,Puzzled,Lonely,Satisfied,No feelings,Aggravated,
30,1.60E+12,26/10/2020 14:11,1.60E+12,0,26/10/2020 14:11,12022,39,task-olrx,,7442717,BLIND,2175392,,complete,rjcmbu,,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.111,1827x1028,1209x686,,Triangle task,14,Menta-first,Spreadsheet1,Spreadsheet1,4,2,4,Screen 6,buttonB,response_button_text,,,Puzzled,1,0,1,0,,,,1,1,TOM session,TOM_MOCKING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,C. Mental interaction,Mischievous,## How do you think the **Little Triangle** feels at the end of the animation?,No feelings,Fulfilled,Anxious,Mischievous,Devious,## How do you think the **Big Triangle** feels at the end of the animation?,Aggravated,Puzzled,Lonely,Satisfied,No feelings,Aggravated,
31,1.60E+12,26/10/2020 14:12,1.60E+12,0,26/10/2020 14:12,12022,39,task-olrx,,7442717,BLIND,2175392,,complete,rjcmbu,,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.111,1827x1028,1209x686,,Triangle task,14,Menta-first,Spreadsheet1,Spreadsheet1,5,3,1,Screen 13,Zone7,timelimit_screen,,,,,0,1,0,,,1,1,1,TOM session,TOM_SEDUCING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,C. Mental interaction,Cunning,## How do you think the **Little Triangle** feels at the end of the animation?,Lost,Cunning,Scared,Composed,No feelings,## How do you think the **Big Triangle** feels at the end of the animation?,Excited ,Eager,No feelings,Cheerful,Foolish,Foolish,
32,1.60E+12,26/10/2020 14:12,1.60E+12,0,26/10/2020 14:12,12022,39,task-olrx,,7442717,BLIND,2175392,,complete,rjcmbu,,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.111,1827x1028,1209x686,,Triangle task,14,Menta-first,Spreadsheet1,Spreadsheet1,5,3,2,Screen 2,buttonB,response_button_text,,,B. Physical interaction,1,0,1,0,,,,1,1,TOM session,TOM_SEDUCING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,C. Mental interaction,Cunning,## How do you think the **Little Triangle** feels at the end of the animation?,Lost,Cunning,Scared,Composed,No feelings,## How do you think the **Big Triangle** feels at the end of the animation?,Excited ,Eager,No feelings,Cheerful,Foolish,Foolish,
33,1.60E+12,26/10/2020 14:12,1.60E+12,0,26/10/2020 14:12,12022,39,task-olrx,,7442717,BLIND,2175392,,complete,rjcmbu,,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.111,1827x1028,1209x686,,Triangle task,14,Menta-first,Spreadsheet1,Spreadsheet1,5,3,3,Screen 1,buttonA,response_button_text,,,Lost,1,0,1,0,,,,1,1,TOM session,TOM_SEDUCING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,C. Mental interaction,Cunning,## How do you think the **Little Triangle** feels at the end of the animation?,Lost,Cunning,Scared,Composed,No feelings,## How do you think the **Big Triangle** feels at the end of the animation?,Excited ,Eager,No feelings,Cheerful,Foolish,Foolish,
34,1.60E+12,26/10/2020 14:12,1.60E+12,0,26/10/2020 14:12,12022,39,task-olrx,,7442717,BLIND,2175392,,complete,rjcmbu,,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.111,1827x1028,1209x686,,Triangle task,14,Menta-first,Spreadsheet1,Spreadsheet1,5,3,4,Screen 6,Zone2,response_button_text,,,Foolish,1,1,0,0,,,,1,1,TOM session,TOM_SEDUCING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,C. Mental interaction,Cunning,## How do you think the **Little Triangle** feels at the end of the animation?,Lost,Cunning,Scared,Composed,No feelings,## How do you think the **Big Triangle** feels at the end of the animation?,Excited ,Eager,No feelings,Cheerful,Foolish,Foolish,
35,1.60E+12,26/10/2020 14:12,1.60E+12,0,26/10/2020 14:12,12022,39,task-olrx,,7442717,BLIND,2175392,,complete,rjcmbu,,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.111,1827x1028,1209x686,,Triangle task,14,Menta-first,Spreadsheet1,Spreadsheet1,12,4,1,Screen 1,Zone7,timelimit_screen,,,,,0,1,0,,,1,1,1,GD session,GD_DANCING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,B. Physical interaction,,,,,,,,,,,,,,,
36,1.60E+12,26/10/2020 14:12,1.60E+12,0,26/10/2020 14:12,12022,39,task-olrx,,7442717,BLIND,2175392,,complete,rjcmbu,,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.111,1827x1028,1209x686,,Triangle task,14,Menta-first,Spreadsheet1,Spreadsheet1,12,4,2,Screen 2,buttonC,response_button_text,,,C. Mental interaction,1,0,1,0,,,,1,1,GD session,GD_DANCING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,B. Physical interaction,,,,,,,,,,,,,,,
37,1.60E+12,26/10/2020 14:13,1.60E+12,0,26/10/2020 14:13,12022,39,task-olrx,,7442717,BLIND,2175392,,complete,rjcmbu,,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.111,1827x1028,1209x686,,Triangle task,14,Menta-first,Spreadsheet1,Spreadsheet1,7,3,1,Screen 1,Zone7,timelimit_screen,,,,,0,1,0,,,1,1,1,RAND session,RAND_billiard.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,A. No interaction,,,,,,,,,,,,,,,
38,1.60E+12,26/10/2020 14:13,1.60E+12,0,26/10/2020 14:13,12022,39,task-olrx,,7442717,BLIND,2175392,,complete,rjcmbu,,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.111,1827x1028,1209x686,,Triangle task,14,Menta-first,Spreadsheet1,Spreadsheet1,7,3,2,Screen 2,buttonA,response_button_text,,,A. No interaction,1,1,0,0,,,,1,1,RAND session,RAND_billiard.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,A. No interaction,,,,,,,,,,,,,,,
39,1.60E+12,26/10/2020 14:13,1.60E+12,0,26/10/2020 14:13,12022,39,task-olrx,,7442717,BLIND,2175392,,complete,rjcmbu,,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.111,1827x1028,1209x686,,Triangle task,14,Menta-first,Spreadsheet1,Spreadsheet1,10,4,1,Screen 1,Zone7,timelimit_screen,,,,,0,1,0,,,1,1,1,RAND session,RAND_STAR.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,A. No interaction,,,,,,,,,,,,,,,
40,1.60E+12,26/10/2020 14:13,1.60E+12,0,26/10/2020 14:13,12022,39,task-olrx,,7442717,BLIND,2175392,,complete,rjcmbu,,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.111,1827x1028,1209x686,,Triangle task,14,Menta-first,Spreadsheet1,Spreadsheet1,10,4,2,Screen 2,buttonA,response_button_text,,,A. No interaction,1,1,0,0,,,,1,1,RAND session,RAND_STAR.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,A. No interaction,,,,,,,,,,,,,,,
41,1.60E+12,26/10/2020 14:14,1.60E+12,0,26/10/2020 14:14,12022,39,task-olrx,,7442717,BLIND,2175392,,complete,rjcmbu,,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.111,1827x1028,1209x686,,Triangle task,14,Menta-first,Spreadsheet1,Spreadsheet1,6,4,1,Screen 13,Zone7,timelimit_screen,,,,,0,1,0,,,1,1,1,TOM session,TOM_SUPRISING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,C. Mental interaction,Pleased,## How do you think the **Little Triangle** feels at the end of the animation?,Provoked,No feelings,Bored,Pleased,Lucky,## How do you think the **Big Triangle** feels at the end of the animation?,No feelings,Terrified,Delighted,Disappointed,Uneasy,Delighted,
42,1.60E+12,26/10/2020 14:14,1.60E+12,0,26/10/2020 14:14,12022,39,task-olrx,,7442717,BLIND,2175392,,complete,rjcmbu,,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.111,1827x1028,1209x686,,Triangle task,14,Menta-first,Spreadsheet1,Spreadsheet1,6,4,2,Screen 2,buttonB,response_button_text,,,B. Physical interaction,1,0,1,0,,,,1,1,TOM session,TOM_SUPRISING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,C. Mental interaction,Pleased,## How do you think the **Little Triangle** feels at the end of the animation?,Provoked,No feelings,Bored,Pleased,Lucky,## How do you think the **Big Triangle** feels at the end of the animation?,No feelings,Terrified,Delighted,Disappointed,Uneasy,Delighted,
43,1.60E+12,26/10/2020 14:14,1.60E+12,0,26/10/2020 14:14,12022,39,task-olrx,,7442717,BLIND,2175392,,complete,rjcmbu,,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.111,1827x1028,1209x686,,Triangle task,14,Menta-first,Spreadsheet1,Spreadsheet1,6,4,3,Screen 1,Zone1,response_button_text,,,Pleased,1,1,0,0,,,,1,1,TOM session,TOM_SUPRISING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,C. Mental interaction,Pleased,## How do you think the **Little Triangle** feels at the end of the animation?,Provoked,No feelings,Bored,Pleased,Lucky,## How do you think the **Big Triangle** feels at the end of the animation?,No feelings,Terrified,Delighted,Disappointed,Uneasy,Delighted,
44,1.60E+12,26/10/2020 14:14,1.60E+12,0,26/10/2020 14:14,12022,39,task-olrx,,7442717,BLIND,2175392,,complete,rjcmbu,,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.111,1827x1028,1209x686,,Triangle task,14,Menta-first,Spreadsheet1,Spreadsheet1,6,4,4,Screen 6,buttonC,response_button_text,,,Delighted,1,1,0,0,,,,1,1,TOM session,TOM_SUPRISING.mp4,## Which of these 3 categories best fits the animation you have just seen?,A. No interaction,B. Physical interaction,C. Mental interaction,C. Mental interaction,Pleased,## How do you think the **Little Triangle** feels at the end of the animation?,Provoked,No feelings,Bored,Pleased,Lucky,## How do you think the **Big Triangle** feels at the end of the animation?,No feelings,Terrified,Delighted,Disappointed,Uneasy,Delighted,
45,1.60E+12,26/10/2020 14:14,1.60E+12,0,26/10/2020 14:14,12022,39,task-olrx,,7442717,BLIND,2175392,,complete,rjcmbu,,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.111,1827x1028,1209x686,,Triangle task,14,Menta-first,Spreadsheet1,Spreadsheet1,15,1,1,Screen 1,advancementZone,continue_button,,,,,0,1,0,,,,,,end,,,,,,,,,,,,,,,,,,,,,
46,1.60E+12,26/10/2020 14:14,1.60E+12,0,26/10/2020 14:14,12022,39,task-olrx,,7442717,BLIND,2175392,,complete,rjcmbu,,computer,Desktop or Laptop,Linux x86_64,Chrome 86.0.4240.111,1827x1028,1209x686,,Triangle task,14,Menta-first,Spreadsheet1,,,END TASK,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.60E+12,26/10/2020 14:03,1.60E+12,0,26/10/2020 14:03,12022,39,task-olrx,,7442783,BLIND,2175405,,complete,phsdsp,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1366x768,1366x625,,Triangle task,14,Menta-first,Spreadsheet1,,,BEGIN TASK,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1.60E+12,26/10/2020 14:03,1.60E+12,0,26/10/2020 14:03,12022,39,task-olrx,,7442783,BLIND,2175405,,complete,phsdsp,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1366x768,1366x625,,Triangle task,14,Menta-first,Spreadsheet1,Spreadsheet1,1,1,1,Screen 2,script,force_advance,,,,,0,1,0,,,,,,Intro,,,,,,,,,,,,,,,,,,,,,
3,1.60E+12,26/10/2020 14:04,1.60E+12,0,26/10/2020 14:04,12022,39,task-olrx,,7442783,BLIND,2175405,,complete,phsdsp,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1366x768,1366x768,,Triangle task,14,Menta-first,Spreadsheet1,Spreadsheet1,1,1,2,Screen 1,button,response_button_text,,,Let's go!,1,0,1,0,,,,,,Intro,,,,,,,,,,,,,,,,,,,,,
4,1.60E+12,26/10/2020 14:04,1.60E+12,0,26/10/2020 14:04,12022,39,task-olrx,,7442783,BLIND,2175405,,complete,phsdsp,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1366x768,1366x768,,Triangle task,14,Menta-first,Spreadsheet1,Spreadsheet1,2,1,1,Screen 5,Zone1,timelimit_screen,,,,,0,1,0,,,1,,,Trial session,,,,,,,,,,,,,,,,,,,,,
5,1.60E+12,26/10/2020 14:04,1.60E+12,0,26/10/2020 14:04,12022,39,task-olrx,,7442783,BLIND,2175405,,complete,phsdsp,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1366x768,1366x768,,Triangle task,14,Menta-first,Spreadsheet1,Spreadsheet1,2,1,2,Screen 7,buttonC,response_button_text,,,C. Mental interaction,1,0,1,0,,,,,,Trial session,,,,,,,,,,,,,,,,,,,,,
6,1.60E+12,26/10/2020 14:05,1.60E+12,0,26/10/2020 14:05,12022,39,task-olrx,,7442783,BLIND,2175405,,complete,phsdsp,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1366x768,1366x768,,Triangle task,14,Menta-first,Spreadsheet1,Spreadsheet1,2,1,3,Screen 8,advancementZone,continue_button,,,,,0,1,0,,,,,,Trial session,,,,,,,,,,,,,,,,,,,,,
7,1.60E+12,26/10/2020 14:05,1.60E+12,0,26/10/2020 14:05,12022,39,task-olrx,,7442783,BLIND,2175405,,complete,phsdsp,,computer,Desktop or Laptop,Windows 10,Chrome 86.0.4240.111,1366x768,1366x768,,Triangle task,14,Menta-first,Spreadsheet1,Spreadsheet1,2,1,4,Screen 9,Zone1,timelimit_screen,,,,,0,1,0,,,1,,,Trial session,,,,,,,,,,,,,,,,,,,,,
